Date,Location,Airplane.model,Fatalities,lon,lat
"Nov 13, 2000 at 1338 LT","Reims, Marne",Beechcraft King Air 90,2,4.031696,49.258329
"Nov 10, 2000 at 1215 LT","Idaho Falls, Idaho",Cessna 425 Conquest,2,-112.0339645,43.4916514
"Nov 9, 2000 at 0123 LT","Fort Wayne, Indiana",Swearingen SA226AC Metro II,1,-85.1393513,41.079273
"Nov 7, 2000","Luabo, Zambezia",Antonov AN-32,1,36.1029284,-18.4003266
"Nov 5, 2000 at 2157 LT","Paris, Paris",Boeing 747-200,0,2.3522219,48.856614
"Nov 5, 2000","Cheboksary, Republic of Chuvashia",Antonov AN-24,0,47.262782,56.1167663
"Nov 1, 2000 at 1510 LT","Vancouver, British Columbia",De Havilland DHC-6 Twin Otter,0,-123.1207375,49.2827291
"Oct 31, 2000 at 1930 LT","Saurimo, Lunda Sul",Antonov AN-26,49,20.3904598,-9.6612173
"Oct 26, 2000","Nigeria, Nigeria",Dornier DO.128 Skyservant,6,8.675277,9.081999
"Oct 25, 2000 at 2022 LT","Batumi, Adjara",Ilyushin II-18,83,41.6367455,41.6167547
"Oct 19, 2000 at 1212 LT","Sam Neua, Houaphan Province",Harbin Yunsunji Y-12,8,104.04787,20.4170831
"Oct 16, 2000 at 0700 LT","Toulouse, Haute-Garonne",Aérospatiale SN.601 Corvette,0,1.444209,43.604652
"Oct 10, 2000 at 1452 LT","Wichita, Kansas",Canadair CL-604 Challenger,3,-97.330053,37.6871761
"Oct 10, 2000 at 0145 LT","Washington Court House, Ohio",Beechcraft E18,1,-83.4390843,39.5364511
"Oct 9, 2000 at 0951 LT","Washington, Washington",Cessna 208 Caravan,1,-80.2461714,40.17396
"Oct 8, 2000 at 1520 LT","Port Radium, Northwest Territories",Short SC.7 Skyvan Variant,3,-118.014297,66.089218
"Oct 6, 2000 at 2158 LT","Vineyard Haven, Massachusetts",Mitsubishi MU-2 Marquise,4,-70.6036395,41.4542786
"Oct 6, 2000 at 1655 LT","Reynosa, Tamaulipas",Douglas DC-9,4,-98.2978951,26.0508406
"Oct 6, 2000","Luzamba, Lunda Norte",Antonov AN-72,0,18.049528,-9.116389
"Oct 6, 2000","Mexico, Mexico",Rockwell Aero Commander 500,2,-99.133208,19.4326077
"Sep 27, 2000 at 1038 LT","La Grande, Quebec",Convair CV-580,0,-78.9886307,53.8393054
"Sep 23, 2000 at 1950 LT","Greenville, Maine",Cessna 208 Caravan,0,-69.5905814,45.4594863
"Sep 23, 2000","Czech Republic, Czech Republic",PZL-Mielec AN-2,0,15.472962,49.817492
"Sep 22, 2000","Philadelphia, Pennsylvania",Boeing 767-200,0,-75.1652215,39.9525839
"Sep 21, 2000 at 2050 LT","Niamey, Niamey City District",Boeing 707,0,2.1253854,13.5115963
"Sep 20, 2000 at 1930 LT","Jeffersonville, Indiana",Piper PA-31-350 Navajo Chieftain,0,-85.7371847,38.2775702
"Sep 19, 2000","Russia, Russia",PZL-Mielec AN-28,0,105.318756,61.52401
"Sep 18, 2000 at 1510 LT","Alaska, Alaska",Piper PA-31-350 Navajo Chieftain,5,-149.4936733,64.2008413
"Sep 9, 2000","France, France",Piper PA-31 Cheyenne,1,2.213749,46.227638
"Sep 9, 2000","Gulf of Mexico, World",Antonov AN-2,1,-90.065918,25.304304
"Sep 4, 2000 at 1510 LT","Burketown, Queensland",Beechcraft Super King Air 200,8,139.6332405,-17.8522142
"Sep 2, 2000","Colombia, Colombia",Douglas C-47 Skytrain (DC-3),7,-74.297333,4.570868
"Aug 26, 2000 at 1210 LT","La Fortuna, Alajuela (Center-North)",Cessna 208 Caravan,10,-84.644679,10.472492
"Aug 26, 2000","Ensenada, Baja California",Beechcraft Super King Air 300,3,-116.5963713,31.8667427
"Aug 25, 2000 at 1735 LT","Hilo, Hawaii",Piper PA-31-350 Navajo Chieftain,1,-155.0884869,19.7070942
"Aug 24, 2000 at 1549 LT","Texas, Texas",Cessna 421 Golden Eagle,1,-94.9027002,29.383845
"Aug 23, 2000 at 1939 LT","Bahrain, Bahrain",Airbus A320,143,50.5577,26.0667
"Aug 23, 2000 at 0703 LT","Venezuela, Venezuela",Cessna 207 Skywagon,3,-66.58973,6.42375
"Aug 15, 2000","Kisangani, Orientale",Antonov AN-12,0,25.2007728,0.5185303
"Aug 15, 2000 at 0825 LT","Hazlehurst, Georgia",Piper PA-31-350 Navajo Chieftain,3,-82.5943026,31.8696309
"Aug 14, 2000 at 2357 LT","British Columbia, British Columbia",Cessna 208 Caravan,2,-127.6476205,53.7266683
"Aug 14, 2000 at 1822 LT","Iron Wood, Michigan",Rockwell Sabreliner 75,2,-90.1710081,46.4546698
"Aug 12, 2000","Kinshasa, Kinshasa City Province",Antonov AN-26,27,15.2662931,-4.4419311
"Aug 9, 2000 at 0752 LT","Burlington, New Jersey",Piper PA-31-350 Navajo Chieftain,9,-74.8648873,40.071222
"Aug 8, 2000 at 1544 LT","Greensboro, North Carolina",Douglas DC-9,0,-79.7919754,36.0726354
"Aug 2, 2000 at 1200 LT","Manitoba, Manitoba",De Havilland DHC-3 Otter,0,-98.8138762,53.7608608
"Aug 2, 2000","Yeniseysk, Krasnoyarsk Krai",PZL-Mielec AN-2,0,92.1867687,58.4501
"Jul 31, 2000 at 0034 LT","Raleigh, North Carolina",De Havilland DHC-6 Twin Otter,1,-78.6381787,35.7795897
"Jul 29, 2000 at 1332 LT","India, India",Beechcraft Super King Air 200,5,33.358043,35.155561
"Jul 27, 2000 at 2350 LT","Montreal, Quebec",Grumman G-159 Gulfstream GI,0,-73.567256,45.5016889
"Jul 27, 2000 at 1035 LT","Dhangadhi, Seti",De Havilland DHC-6 Twin Otter,25,80.621591,28.685244
"Jul 25, 2000 at 1644 LT","Paris, Paris",Aérospatiale-BAC Concorde,113,2.3522219,48.856614
"Jul 25, 2000 at 0600 LT","Amman, Amman City District",Lockheed C-130 Hercules,13,35.9283716,31.9453666
"Jul 20, 2000 at 1312 LT","Nassau, New Providence",Douglas DC-3,2,-77.355413,25.0479835
"Jul 19, 2000 at 0031 LT","Maine, Maine",Grumman G-159 Gulfstream GI,2,-69.4454689,45.253783
"Jul 18, 2000 at 2242 LT","Ahwaz, Khuzestan",Fokker F28 Fellowship,0,48.6706187,31.3183272
"Jul 17, 2000 at 0734 LT","Patna, Bihar",Boeing 737-200,60,85.1375645,25.5940947
"Jul 12, 2000 at 1331 LT","Vienna, Vienna",Airbus A310,0,16.3738189,48.2081743
"Jul 12, 2000","Nairobi, Nairobi City District",Cessna 208 Caravan,0,36.8219462,-1.2920659
"Jul 9, 2000 at 0825 LT","Villavicencio, Meta",Curtiss C-46,10,-73.6376905,4.1513822
"Jul 8, 2000 at 1950 LT","Villahermosa, Tabasco",BAe Jetstream 31,19,-92.9475061,17.989456
"Jul 7, 2000","South Sudan, South Sudan",Antonov AN-32,0,31.3069788,6.8769919
"Jul 2, 2000 at 1050 LT","Cagayancillo, Palawan",GAF Nomad N22,14,121.2397438,9.634473
"Jun 29, 2000 at 2219 LT","Grande Prairie, Alberta",Douglas A-26 Invader,0,-118.7986152,55.1699396
"Jun 27, 2000","Japan, Japan",Kawasaki C-1,8,138.252924,36.204824
"Jun 26, 2000","Khartoum, Khartoum (<U+0627><U+0644><U+062E><U+0631><U+0637><U+0648><U+0645>)",Boeing 737-200,0,32.5581551,15.4971283
"Jun 23, 2000 at 1141 LT","Boca Raton, Florida",Learjet 55 Longhorn,3,-80.1289321,26.3683064
"Jun 22, 2000 at 1451 LT","Wuhan, Hubei",Xian Yunsunji Y-7-100,49,114.305539,30.592849
"Jun 21, 2000","Argentina, Argentina",Pilatus PC-6 (Porter & Turbo Porter),0,-63.616672,-38.416097
"Jun 20, 2000 at 1750 LT","Astrakhan, Astrakhan oblast",Ilyushin II-76,0,48.0599345,46.3588045
"Jun 19, 2000 at 1630 LT","British Columbia, British Columbia",De Havilland DHC-2 Beaver,3,-127.6476205,53.7266683
"Jun 14, 2000 at 1700 LT","Newark, New Jersey",McDonnell Douglas MD-81,0,-74.1723667,40.735657
"Jun 14, 2000 at 0954 LT","Liverpool, Merseyside",Piper PA-31-350 Navajo Chieftain,5,-2.9915726,53.4083714
"Jun 13, 2000 at 2250 LT","Peterborough, Ontario",Dassault Falcon 20,0,-78.319747,44.309058
"Jun 13, 2000 at 1330 LT","Germany, Germany",Pilatus PC-6 (Porter & Turbo Porter),0,10.451526,51.165691
"Jun 12, 2000 at 1815 LT","Dar es Salaam, Dar es Salaam Region",Cessna 425 Conquest,0,39.2083284,-6.792354
"Jun 11, 2000","Palma de Majorca, Balearic Islands",Cessna 402,0,2.6501603,39.5696005
"Jun 5, 2000 at 1135 LT","Accra, Greater Accra",Fokker F27 Friendship,7,-0.1869644,5.6037168
"Jun 5, 2000 at 1031 LT","Kiowa, Colorado",Piper PA-31-350 Navajo Chieftain,2,-104.4644112,39.3472095
"Jun 2, 2000 at 1240 LT","La Romana, La Romana",Cessna 401,1,-68.9658817,18.4338645
"May 31, 2000 at 1905 LT","Whyalla, South Australia",Piper PA-31-350 Navajo Chieftain,8,137.5753107,-33.0379671
"May 31, 2000 at 1728 LT","Montana, Montana",Cessna 414 Chancellor,3,-110.3625658,46.8796822
"May 26, 2000 at 2023 LT","Zurich, Zurich",Piper PA-31-350 Navajo Chieftain,1,8.541694,47.3768866
"May 25, 2000 at 0252 LT","Paris, Paris",Short 330,1,2.3522219,48.856614
"May 23, 2000 at 1945 LT","Pacific Ocean, World",Beechcraft Super King Air 200,0,-124.508523,-8.783195
"May 21, 2000 at 1148 LT","Wilkes Barre, Pennsylvania",BAe Jetstream 31,19,-75.8813075,41.2459149
"May 15, 2000","Arctic, World",PZL-Mielec AN-2,0,-73.90543,40.776903
"May 14, 2000 at 1600 LT","Monroe, North Carolina",Beechcraft C-45 Expeditor,0,-80.5495112,34.9854275
"May 10, 2000 at 2031 LT","Molokai, Hawaii",Rockwell Sabreliner 65,6,-157.0226297,21.1443935
"May 9, 2000","Los Angeles, California",Grumman E-2C Hawkeye,0,-118.2436849,34.0522342
"May 3, 2000","Guyana, Guyana",Britten-Norman Islander,1,-58.93018,4.860416
"Apr 30, 2000 at 0548 LT","Entebbe, Central",Douglas DC-10,0,32.463708,0.0511839
"Apr 29, 2000","Papua New Guinea, PNG",Britten-Norman Islander,4,143.95555,-6.314993
"Apr 19, 2000","Pepa, Katanga",Antonov AN-8,24,29.776951,-7.70989
"Apr 19, 2000","Bukavu, Sud-Kivu",Cessna 208 Caravan,2,28.8480284,-2.5123017
"Apr 19, 2000 at 0701 LT","Davao City, Davao del Sur",Boeing 737-200,131,125.455341,7.190708
"Apr 17, 2000 at 1035 LT","Reno, Nevada",Grumman S-2 Tracker,3,-119.8138027,39.5296329
"Apr 16, 2000 at 0845 LT","Mineralnye Vody, Stavropol Krai",PZL-Mielec AN-2,3,43.1238527,44.211675
"Apr 15, 2000 at 0743 LT","Lansing, Michigan",Cessna 404 Titan,0,-84.5555347,42.732535
"Apr 12, 2000","Belo Horizonte, Minas Gerais",Beechcraft Queen Air 80,3,-43.9352376,-19.9245018
"Apr 8, 2000 at 1852 LT","Breitscheid, Hesse",Pilatus PC-6 (Porter & Turbo Porter),2,8.1911738,50.6852268
"Apr 6, 2000","Saransk, Republic of Mordovia",PZL-Mielec AN-2,0,45.1745115,54.2000477
"Apr 5, 2000 at 0930 LT","Marianna, Florida",Learjet 35,3,-85.2268735,30.7743596
"Apr 1, 2000 at 0950 LT","La Paz, La Paz",Cessna 421 Golden Eagle,4,-68.1192936,-16.489689
"Mar 26, 2000 at 0840 LT","Texas, Texas",Cessna 525 CJ1,1,-94.9027002,29.383845
"Mar 25, 2000","Huambo, Huambo",Antonov AN-32,3,15.7468535,-12.7739761
"Mar 22, 2000","Spain, Spain",Casa 212 Aviocar,7,-3.74922,40.463667
"Mar 21, 2000 at 1914 LT","Killeen, Texas",Saab 340,0,-97.7277959,31.1171194
"Mar 19, 2000","Goma, Nord-Kivu",Antonov AN-26,0,29.2204548,-1.658501
"Mar 17, 2000 at 1802 LT","Hyannis, Massachusetts",Dassault Falcon 900,0,-70.2881124,41.6524911
"Mar 17, 2000 at 1230 LT","Ennadai, Nunavut",Douglas DC-3,2,-100.883333,61.133333
"Mar 17, 2000 at 1047 LT","Kaduna, Kaduna",Embraer EMB-110 Bandeirante,0,7.4165053,10.5104642
"Mar 17, 2000 at 0930 LT","Puerto Obaldia, Guna Yala",De Havilland DHC-6 Twin Otter,10,-77.420826,8.6663907
"Mar 12, 2000","Belgium, Belgium",Pilatus PC-6 (Porter & Turbo Porter),2,4.469936,50.503887
"Mar 9, 2000 at 0843 LT","Moscow, Moscow oblast",Yakovlev Yak-40,9,37.6172999,55.755826
"Mar 5, 2000 at 1811 LT","Burbank, California",Boeing 737-300,0,-118.3089661,34.1808392
"Mar 1, 2000 at 1620 LT","Botswana, Botswana",Cessna 414 Chancellor,0,24.684866,-22.328474
"Feb 27, 2000 at 2200 LT","Saskatchewan, Saskatchewan",Piper PA-31-350 Navajo Chieftain,0,-106.4508639,52.9399159
"Feb 23, 2000","India, India",Antonov AN-32,0,33.358043,35.155561
"Feb 21, 2000 at 1123 LT","Kotzebue, Alaska",Piper PA-31 Cheyenne,0,-162.5966666,66.8983333
"Feb 16, 2000 at 1952 LT","Sacramento, California",Douglas DC-8,3,-121.4943996,38.5815719
"Feb 16, 2000 at 1243 LT","Sapporo, Hokkaido",NAMC YS-11,0,141.3543763,43.0620958
"Feb 12, 2000 at 1420 LT","Luanda, Luanda",Boeing 727-100,0,13.2894368,-8.8399876
"Feb 12, 2000 at 0056 LT","Dakar, Dakar Region",Airbus A300,0,-17.3660286,14.7645042
"Feb 11, 2000 at 0815 LT","Lewiston, Idaho",Mitsubishi MU-2 Marquise,1,-117.001189,46.4004089
"Feb 9, 2000 at 1205 LT","Wales, Alaska",Piper PA-31 Cheyenne,0,-168.0874999,65.6091667
"Feb 8, 2000 at 1007 LT","Maputo, Maputo City District",Embraer EMB-110 Bandeirante,1,32.6051351,-25.891968
"Feb 7, 2000 at 1055 LT","British Columbia, British Columbia",Piper PA-31-350 Navajo Chieftain,0,-127.6476205,53.7266683
"Feb 3, 2000 at 1736 LT","Mwanza, Mwanza Region",Boeing 707,0,32.9174517,-2.5164305
"Feb 3, 2000 at 1435 LT","Filitheyo (Nilandhe Atoll), Central Province",Cessna 208 Caravan,0,73.0368382,3.2138169
"Feb 3, 2000","Mexico City, Federal District of Mexico City",Douglas DC-3,0,-99.133208,19.4326077
"Feb 2, 2000 at 1407 LT","Bimini, Bimini",Beechcraft D18,0,-79.8699529,24.6415325
"Feb 1, 2000 at 1030 LT","Tehran, Tehran City District",Lockheed C-130 Hercules,9,51.3889736,35.6891975
"Feb 1, 2000 at 1030 LT","Tehran, Tehran City District",Airbus A300,0,51.3889736,35.6891975
"Jan 31, 2000 at 1620 LT","Los Angeles, California",McDonnell Douglas MD-83,88,-118.2436849,34.0522342
"Jan 31, 2000","Envira, Amazonas",Embraer EMB-110 Bandeirante,0,-69.8597406,-7.4782808
"Jan 31, 2000","Envira, Amazonas",Embraer EMB-110 Bandeirante,0,-69.8597406,-7.4782808
"Jan 30, 2000 at 2109 LT","Abidjan, Lagunes",Airbus A310,169,-4.0082563,5.3599517
"Jan 27, 2000 at 1015 LT","Dallas, Texas",Mitsubishi MU-300 Diamond,0,-96.7969879,32.7766642
"Jan 25, 2000 at 1225 LT","Guadalajara, Jalisco",Cessna 404 Titan,5,-103.3496092,20.6596988
"Jan 22, 2000 at 1433 LT","San Antonio, Texas",Mitsubishi MU-2 Marquise,2,-98.4936282,29.4241219
"Jan 22, 2000 at 1145 LT","Dominican Republic, Dominican Republic",Cessna 207 Skywagon,7,-70.162651,18.735693
"Jan 18, 2000 at 1202 LT","Somerset, Kentucky",Beechcraft King Air 90,4,-84.6041084,37.0920222
"Jan 16, 2000 at 1145 LT","Heringsdorf, Mecklenburg-Vorpommern",Cessna 421 Golden Eagle,0,14.1541603,53.9573545
"Jan 14, 2000 at 1216 LT","Bolivia, Bolivia",Lockheed C-130 Hercules,5,-63.588653,-16.290154
"Jan 13, 2000 at 1238 LT","Marsa al Burayqah, Al Wahat (<U+0627><U+0644><U+0648><U+0627><U+062D><U+0627><U+062A>)",Short 360,22,19.576445,30.378139
"Jan 13, 2000 at 1030 LT","Saint-Michel-des-Saints, Quebec",De Havilland DHC-2 Beaver,3,-73.9572936,46.6687987
"Jan 10, 2000 at 2024 LT","Everett, Washington",Beechcraft D18,0,-122.2020795,47.9789848
"Jan 10, 2000 at 1756 LT","Zurich, Zurich",Saab 340,10,8.541694,47.3768866
"Jan 5, 2000 at 1200 LT","Abuja, Abuja Federal Capital Territory",Embraer EMB-110 Bandeirante,2,7.398574,9.0764785
"Jan 2, 2000 at 0950 LT","Telluride, Colorado",Cessna 421 Golden Eagle,1,-107.8122852,37.9374939
"Dec 29, 1999 at 1700 LT","Black Sea, World",PZL-Mielec AN-28,6,-98.70027,29.455705
"Dec 28, 1999 at 0917 LT","Abbotsford, British Columbia",Cessna 208 Caravan,0,-122.3044697,49.0504377
"Dec 28, 1999 at 0545 LT","Luzamba, Lunda Norte",Lockheed C-130 Hercules,0,18.049528,-9.116389
"Dec 26, 1999","Torino, Piedmont",Pilatus PC-6 (Porter & Turbo Porter),2,7.686864,45.0703393
"Dec 26, 1999 at 0715 LT","Milwaukee, Wisconsin",IAI 1124 Westwind,0,-87.9064736,43.0389025
"Dec 25, 1999 at 2015 LT","Valencia, Carabobo",Yakovlev Yak-42,22,-67.9972104,10.1579312
"Dec 25, 1999 at 1502 LT","Simara, Narayani",De Havilland DHC-6 Twin Otter,10,84.9921549,27.1902036
"Dec 24, 1999","Ndola, Copperbelt",Cessna 208 Caravan,0,28.6498144,-12.9906407
"Dec 23, 1999 at 1600 LT","Adjuntas, Puerto Rico",Cessna 208 Caravan,0,-66.723158,18.1634848
"Dec 22, 1999 at 1839 LT","Stansted, Essex",Boeing 747-200,4,0.1979531,51.8979858
"Dec 22, 1999 at 1525 LT","Georgetown, South Carolina",Rockwell Aero Commander 500,2,-79.2944964,33.376834
"Dec 21, 1999 at 2130 LT","Cordele, Georgia",Cessna 551 Citation II,1,-83.7823938,31.9635074
"Dec 21, 1999 at 0940 LT","Guatemala City, Guatemala",Douglas DC-10,18,-90.5068824,14.6349149
"Dec 19, 1999 at 2035 LT","Beaufort, North Carolina",Beechcraft King Air 90,1,-76.6638186,34.7182174
"Dec 16, 1999 at 1515 LT","Santa Fe, New Mexico",Piper PA-31 Cheyenne,0,-105.937799,35.6869752
"Dec 13, 1999 at 1538 LT","Tanzania, Tanzania",Cessna 402,0,34.888822,-6.369028
"Dec 12, 1999 at 1635 LT","Goldsboro, Pennsylvania",IAI 1124 Westwind,3,-76.7502467,40.152593
"Dec 10, 1999 at 1018 LT","Azores Islands, Azores Islands",BAe ATP,35,-25.6755944,37.7412488
"Dec 9, 1999 at 1512 LT","Point Lookout, Missouri",Cessna 525 CJ1,6,-93.239029,36.6185581
"Dec 9, 1999 at 1204 LT","Sundsvall, Medelpad",Piper PA-31-350 Navajo Chieftain,8,17.306927,62.390811
"Dec 9, 1999 at 0250 LT","Kuwait City, Kuwait",Lockheed C-130 Hercules,3,47.9774052,29.375859
"Dec 7, 1999 at 1300 LT","Bethel, Alaska",Cessna 207 Skywagon,6,-161.7558334,60.7922222
"Dec 7, 1999 at 0930 LT","Cauayan, Isabela",Let 410UVP,17,121.7879244,16.9166244
"Dec 6, 1999 at 0706 LT","Johannesburg, Gauteng",Piper PA-31-350 Navajo Chieftain,10,28.0473051,-26.2041028
"Dec 5, 1999 at 0512 LT","Moscow, Moscow oblast",Ilyushin II-114,5,37.6172999,55.755826
"Nov 29, 1999","Szczecin, West Pomeranian Voivodeship (Zachodniopomorskie)",PZL-Mielec AN-28,0,14.5528116,53.4285438
"Nov 29, 1999 at 1000 LT","Charallave, Miranda",Beechcraft King Air 90,0,-66.8677563,10.2110018
"Nov 27, 1999 at 1455 LT","Washington, Washington",De Havilland DHC-2 Beaver,4,-80.2461714,40.17396
"Nov 27, 1999 at 0134 LT","Boise, Idaho",Dassault Falcon 20,0,-116.2146068,43.6187102
"Nov 26, 1999 at 0526 LT","Nairobi, Nairobi City District",Cessna 208 Caravan,4,36.8219462,-1.2920659
"Nov 23, 1999","Kwando, North-West District",Britten-Norman Islander,3,24.8208358,-17.9238426
"Nov 20, 1999","Benguela, Benguela",Cessna 406 Caravan,0,13.416501,-12.5905158
"Nov 19, 1999","Ningbo, Zhejiang",Shijiazhuang Yunsunji Y-5,0,121.54399,29.868336
"Nov 18, 1999","Tshikapa, Kasai-Occidental",Convair CV-580,0,20.7956878,-6.4237489
"Nov 12, 1999 at 1213 LT","Pristina, Kosovo",ATR42-300,24,21.1655028,42.6629138
"Nov 12, 1999","Lukapa, Lunda Norte",Antonov AN-12,0,20.7301263,-8.4432485
"Nov 11, 1999 at 2020 LT","Chicago, Illinois",Beechcraft Super King Air 200,3,-87.6297982,41.8781136
"Nov 10, 1999 at 0725 LT","Colombia, Colombia",Douglas DC-3,5,-74.297333,4.570868
"Nov 9, 1999 at 1200 LT","Khvishchanka, Primorsky Krai",Antonov AN-14,3,133.9621699,45.0418937
"Nov 1, 1999 at 0616 LT","Binghamton, New York",Cessna 303 Crusader,0,-75.9179738,42.0986867
"Oct 31, 1999 at 1222 LT","Madrid, Madrid",Cessna 401,2,-3.7037902,40.4167754
"Oct 31, 1999 at 0150 LT","New York, New York",Boeing 767-300,217,-73.968285,40.73061
"Oct 29, 1999","Pakistan, Pakistan",Lockheed P-3 Orion,21,69.345116,30.375321
"Oct 25, 1999 at 1213 LT","Aberdeen, South Dakota",Learjet 35,6,-98.4864829,45.4646985
"Oct 24, 1999 at 1420 LT","San Carlos, Cojedes",IAI Arava 201,6,-68.5812895,9.6598946
"Oct 24, 1999 at 1015 LT","Genoa, Liguria",Learjet 35,3,8.946256,44.4056499
"Oct 21, 1999","Recife, Pernambuco",Rockwell Aero Commander 500,0,-34.8769643,-8.0475622
"Oct 17, 1999 at 2357 LT","Olongapo, Zambales",McDonnell Douglas MD-11,0,120.2842023,14.8386303
"Oct 16, 1999 at 1146 LT","Kinshasa, Kinshasa City Province",Douglas DC-8,0,15.2662931,-4.4419311
"Oct 15, 1999 at 1225 LT","Ontario, Ontario",Cessna 208 Caravan,0,-85.323214,51.253775
"Oct 15, 1999 at 1200 LT","United Kingdom, UK",PZL-Mielec AN-2,0,-3.435973,55.378051
"Oct 15, 1999 at 1058 LT","Parma, Emilia-Romagna",Mitsubishi MU-300 Diamond,0,10.3279036,44.801485
"Oct 14, 1999 at 1946 LT","North Las Vegas, Nevada",Piper PA-31-350 Navajo Chieftain,1,-115.1175013,36.1988592
"Oct 13, 1999 at 2035 LT","Lake Erie, Michigan",Cessna 208 Caravan,0,-81.3399414,42.0668852
"Oct 12, 1999 at 0830 LT","Puerto Ayacucho, Amazonas",Cessna 207 Skywagon,5,-67.5827744,5.6614718
"Oct 11, 1999 at 0743 LT","Gaborone, South-East District",ATR42-300,1,25.9231471,-24.6282079
"Oct 8, 1999 at 1200 LT","Stockholm, Uppland",Saab 2000,0,18.0685808,59.3293235
"Oct 5, 1999 at 0545 LT","Williamstown, Kentucky",Beechcraft Super King Air 200,2,-84.5604977,38.6381245
"Oct 2, 1999 at 1430 LT","Pickle Lake, Ontario",De Havilland DHC-2 Beaver,0,-90.193782,51.467825
"Oct 2, 1999 at 0751 LT","Caldwell, New Jersey",Cessna 401,0,-74.2765366,40.8398218
"Oct 1, 1999 at 1445 LT","Port Blakely, Washington",De Havilland DHC-2 Beaver,0,-122.509287,47.599381
"Sep 29, 1999","Pekanbaru, Riau",Antonov AN-12,0,101.4477793,0.5070677
"Sep 28, 1999 at 1750 LT","New Zealand, New Zealand",Fletcher FU-24,0,174.885971,-40.900557
"Sep 27, 1999 at 0605 LT","Louisville, Kentucky",Piper PA-31-350 Navajo Chieftain,1,-85.7584557,38.2526647
"Sep 26, 1999 at 0935 LT","Gainesville, Georgia",Learjet 24,0,-83.8240663,34.2978794
"Sep 25, 1999 at 1726 LT","Kailua Kona, Hawaii",Piper PA-31-350 Navajo Chieftain,10,-155.9969261,19.639994
"Sep 22, 1999","Ukhta, Republic of Komi",Antonov AN-24,0,53.7471594,63.567321
"Sep 21, 1999 at 0522 LT","Moreland, Georgia",Piper PA-31-350 Navajo Chieftain,2,-84.7677111,33.2867851
"Sep 19, 1999 at 1115 LT","Bimini, Bimini",Beechcraft Super King Air 200,2,-79.8699529,24.6415325
"Sep 16, 1999 at 1130 LT","Santa Catalina la Tinta, Alta Verapaz",Rockwell Aero Commander 500,6,-89.884423,15.3116253
"Sep 14, 1999 at 2347 LT","Gerona, Catalonia",Boeing 757,1,2.8214264,41.9794005
"Sep 9, 1999 at 1915 LT","San Andros, North Andros",Piper PA-31-350 Navajo Chieftain,0,-78.0430817,25.0522614
"Sep 9, 1999","Caen, Calvados",Beechcraft Super King Air 200,0,-0.370679,49.182863
"Sep 9, 1999 at 1138 LT","Nashville, Tennessee",Douglas DC-9,0,-86.7816016,36.1626638
"Sep 7, 1999","Port Harcourt, Rivers",De Havilland Dash-7,0,7.0498442,4.815554
"Sep 6, 1999 at 1034 LT","Lerwick, Shetland (Zetland)",Cessna 208 Caravan,0,-1.1492931,60.1529871
"Sep 5, 1999 at 1030 LT","Kathmandu, Bagmati",Avro 748,15,85.3239605,27.7172453
"Sep 4, 1999","France, France",Cessna 207 Skywagon,1,2.213749,46.227638
"Sep 3, 1999 at 1236 LT","Glasgow, Strathclyde",Cessna 404 Titan,8,-4.2428535,55.8628285
"Sep 3, 1999 at 0325 LT","West Palm Beach, Florida",Beechcraft King Air 90,8,-80.0533746,26.7153424
"Sep 1, 1999 at 1026 LT","Tanzania, Tanzania",Cessna 404 Titan,12,34.888822,-6.369028
"Aug 31, 1999 at 2054 LT","Buenos Aires, Buenos Aires City",Boeing 737-200,64,-58.3815591,-34.6036844
"Aug 30, 1999 at 1610 LT","Manila, Metro Manila",Douglas DC-3,0,120.9842195,14.5995124
"Aug 29, 1999 at 1630 LT","Adwa, Tigray",Learjet 35,2,38.8937176,14.1636465
"Aug 29, 1999 at 1532 LT","Manitoba, Manitoba",Piper PA-31-350 Navajo Chieftain,0,-98.8138762,53.7608608
"Aug 28, 1999 at 1021 LT","Alpine, Texas",Cessna 414 Chancellor,0,-103.6610115,30.3584919
"Aug 26, 1999 at 1051 LT","Turtkul, Karakalpakstan (Qaraqalpaqstan Respublikasi)",Yakovlev Yak-40,2,60.990675,41.5518741
"Aug 22, 1999 at 1840 LT","Hong Kong, Hong Kong",McDonnell Douglas MD-11,3,114.109497,22.396428
"Aug 20, 1999 at 1350 LT","Port Alsworth, Alaska",De Havilland DHC-3 Otter,0,-154.3127778,60.2025
