Date,Location,Model,Fatalities,lon,lat
"Dec 20, 2011 at 1005 LT","Morristown, New Jersey",Socata TBM-700,5,-74.4815438,40.7967667
"Apr 4, 2016 at 1957 LT","Jakarta-Perdanakusuma, City District of Jakarta",ATR42-600,0,NA,NA
"Jul 2, 2015 at 1709 LT","Kuredu Island, North Central Province",De Havilland DHC-6 Twin Otter,0,NA,NA
"Dec 12, 2011 at 1400 LT","Arua, Northern",Antonov AN-2,0,30.907304,3.0303299
"Dec 10, 2011 at 1415 LT","Manila, Metro Manila",Beechcraft Queen Air 80,14,120.9842195,14.5995124
"Dec 9, 2011 at 1424 LT","Sioux Falls, South Dakota",Cessna 421 Golden Eagle,4,-96.7311034,43.5445959
"Dec 4, 2011 at 1422 LT","Pointe-Noire, Pointe-Noire City District",Beechcraft King Air 100,0,11.866362,-4.7691623
"Dec 3, 2011 at 1308 LT","Larat, Maluku",Casa 212 Aviocar,0,132.9197977,-5.7997841
"Dec 2, 2011 at 0810 LT","Midland, Texas",Beechcraft King Air 90,0,-102.0779146,31.9973456
"Nov 29, 2011 at 1925 LT","Chuathbaluk, Alaska",Cessna 207 Skywagon,1,-159.245,61.5719444
"Nov 28, 2011 at 2250 LT","Chicago-Palwaukee, Illinois",Piper PA-31-350 Navajo Chieftain,3,-87.9011312,42.1170686
"Nov 23, 2011 at 1831 LT","Mesa, Arizona",Rockwell Grand Commander 690,6,-111.8314724,33.4151843
"Mar 4, 2015 at 1515 LT","Wamena, Special Region of Papua",BAe ATP,0,NA,NA
"Nov 16, 2011 at 0940 LT","Flint, Michigan",Piaggio P.180 Avanti,0,-83.6874562,43.0125274
"Nov 12, 2011 at 1635 LT","Gladewater, Texas",Cessna 401,0,-94.9427168,32.5365333
"Nov 10, 2011 at 1414 LT","Ecuvillens, Fribourg",Piper PA-31-350 Navajo Chieftain,1,7.083334,46.750004
"Nov 9, 2011 at 0915 LT","Lyon, Rhône",Socata TBM-700,1,4.835659,45.764043
"Nov 7, 2011 at 1830 LT","Kwigillingok, Alaska",Cessna 207 Skywagon,0,-163.1658296,59.8723383
"Nov 1, 2011 at 1439 LT","Warsaw, Masovian Voivodeship (Mazowieckie)",Boeing 767-300,0,21.0122287,52.2296756
"Oct 31, 2011 at 1942 LT","Key West, Florida",Gulfstream G150,0,-81.7799871,24.5550593
"Oct 28, 2011 at 2137 LT","Toulouse, Haute-Garonne",Piper PA-31 Cheyenne,4,1.444209,43.604652
"Oct 27, 2011 at 1612 LT","Vancouver, British Columbia",Beechcraft King Air 100,2,-123.1207375,49.2827291
"Nov 30, 2013","Omega AFB, Kavango Region",Antonov AN-26,0,NA,NA
"Oct 21, 2011 at 1523 LT","Nairobi, Nairobi City District",Cessna 401,2,36.8219462,-1.2920659
"Oct 18, 2011 at 1906 LT","Nepal, Nepal",Britten-Norman Islander,6,84.124008,28.394857
"Oct 15, 2011 at 0000 LT","Shabunda, Sud-Kivu",PZL-Mielec AN-28,0,27.3440192,-2.694269
"Oct 14, 2011 at 1355 LT","Xakanaka, North-West District",Cessna 208B Grand Caravan,8,23.4113791,-19.1827346
"Oct 13, 2011 at 1717 LT","Madang, Madang",De Havilland Dash-8-100,28,145.7856324,-5.2218841
"Oct 12, 2011 at 1334 LT","North Perry, Florida",Socata TBM-700,0,-80.2399883,26.0021615
"Oct 12, 2011 at 0800 LT","Port Gentil, Ogooué-Maritime (Port-Gentil)",Embraer EMB-120 Brasília,0,8.7591311,-0.7351026
"Oct 10, 2011 at 1315 LT","Antalya, Mediterranean Region (Akdeniz Bölgesi)",Boeing 737-400,0,30.7133233,36.8968908
"Oct 9, 2011 at 1128 LT","Zasovskaya, Krasnodar Krai",PZL-Mielec AN-2,0,40.8154069,44.4368075
"Oct 7, 2011 at 1730 LT","Manhuaçu, Minas Gerais",Cessna 550 Citation II,0,-42.030947,-20.2555875
"Oct 5, 2011 at 1730 LT","Matinicus Island, Maine",Cessna 207 Skywagon,1,-68.840496,43.9237413
"Oct 4, 2011 at 1140 LT","Lutsel K'e, Northwest Territories",Cessna 208B Grand Caravan,2,-110.736935,62.405494
"Oct 3, 2011","Newnan, Georgia",Dassault Falcon 20,0,-84.7996573,33.3806716
"Sep 29, 2011 at 0735 LT","Bohorok, North Sumatra",Casa 212 Aviocar,18,98.0465185,3.465968
"Sep 28, 2011 at 1715 LT","Cobb County-McCollum, Georgia",Mitsubishi MU-2 Marquise,0,-84.6012001,34.015475
"Sep 26, 2011 at 0855 LT","Puerto Ordaz, Bolívar",Douglas DC-9,0,-62.7676633,8.2750921
"Sep 25, 2011 at 0731 LT","Kathmandu, Bagmati",Beechcraft 1900D,19,85.3239605,27.7172453
"Sep 23, 2011 at 1930 LT","Kodiak, Alaska",De Havilland DHC-3 Otter,1,-152.4072221,57.79
"Sep 22, 2011 at 1318 LT","Yellowknife, Northwest Territories",De Havilland DHC-6 Twin Otter,2,-114.3717887,62.4539717
"Jul 21, 2013 at 0635 LT","Pyatikhatki, Autonomous Republic of Crimea",PZL-Mielec AN-2,0,NA,NA
"Sep 20, 2011 at 1630 LT","Cap Haïtien, North",Beechcraft 99,3,-72.2067681,19.7370362
"Sep 16, 2011 at 1911 LT","Quito, Pichincha",Embraer ERJ-190,0,-78.4678382,-0.1806532
"Sep 14, 2011 at 1130 LT","Huambo, Huambo",Embraer EMB-120 Brasília,17,15.7468535,-12.7739761
"Sep 12, 2011 at 1345 LT","Del Norte, Nuevo León",Piper PA-31-350 Navajo Chieftain,2,-100.303487,25.7123781
"Sep 9, 2011 at 1230 LT","Indonesia, Indonesia",Cessna 208 Caravan,2,113.921327,-0.789275
"Sep 7, 2011 at 1605 LT","Yaroslavl, Yaroslavl oblast",Yakovlev Yak-42,44,39.8844709,57.6260744
"Sep 6, 2011 at 1855 LT","Trinidad, Beni",Swearingen SA227AC Metro III,8,-64.9000247,-14.8258317
"Sep 5, 2011 at 1830 LT","Racine, Wisconsin",Socata TBM-850,1,-87.7828523,42.7261309
"Sep 4, 2011 at 1535 LT","Ottawa, Ontario",Embraer ERJ-145,0,-75.6971931,45.4215296
"Sep 3, 2011 at 1200 LT","Vinnitsa, Vinnytsia Oblast",PZL-Mielec AN-2,1,28.4682169,49.233083
"Sep 2, 2011 at 1748 LT","Robinson Crusoe Island, Chile",Casa 212 Aviocar,21,-78.8460993,-33.6414001
"Sep 2, 2011 at 1335 LT","Nightmute, Alaska",Cessna 207 Skywagon,0,-164.7238888,60.4794444
"Sep 2, 2011 at 1335 LT","Nightmute, Alaska",Cessna 208 Caravan,1,-164.7238888,60.4794444
"Aug 28, 2011 at 0912 LT","Krasnodar, Krasnodar Krai",PZL-Mielec AN-2,1,38.9872209,45.0392674
"May 31, 2013 at 0709 LT","Wamena, Special Region of Papua",BAe ATP,0,NA,NA
"Aug 20, 2011 at 1200 LT","Port Kaituma, Guyana",Britten-Norman Islander,0,-59.884041,7.726076
"Aug 20, 2011 at 1142 LT","Resolute Bay, Nunavut",Boeing 737-200,12,-94.8297289,74.697299
"Aug 14, 2011 at 1030 LT","Tzaneen, Limpopo",Piaggio P.166,7,30.1358346,-23.8319853
"Aug 14, 2011 at 1030 LT","Tzaneen, Limpopo",Piaggio P.166,6,30.1358346,-23.8319853
"Aug 13, 2011 at 1940 LT","McGrath, Alaska",Cessna 207 Skywagon,2,-155.5959922,62.9532043
"Aug 9, 2011 at 1434 LT","Omsukchan, Magadan oblast",Antonov AN-12,11,155.8,62.533333
"Aug 8, 2011 at 1420 LT","Blagoveshchensk, Amur oblast",Antonov AN-24,0,127.5404017,50.2727763
"Aug 2, 2011 at 1327 LT","Brazil, Brazil",Cessna 208 Caravan,8,-73.9892498,40.7601055
"Aug 1, 2011 at 1700 LT","Port Vila, Vanuatu",Cessna 207 Skywagon,0,168.3273245,-17.7332512
"Jul 30, 2011 at 0132 LT","Georgetown, Guyana",Boeing 737-800,0,-58.1551255,6.8012793
"Jul 29, 2011 at 0911 LT","Cairo, Cairo",Boeing 777-200,0,31.2357116,30.0444196
"Jul 28, 2011 at 0412 LT","Jeju, Jeju (제주도)",Boeing 747-400,2,126.5311884,33.4996213
"Jul 26, 2011 at 0900 LT","Guelmim, Guelmim-Es Semara",Lockheed C-130 Hercules,80,-10.0527498,28.9883659
"Jul 23, 2011","Kei Mouth, Eastern Cape",Cessna 208 Caravan,0,28.3666482,-32.6787817
"Jul 17, 2011 at 1021 LT","Shannon, Munster",ATR72-200,0,-87.5042313,41.5198525
"Jul 14, 2011 at 2230 LT","Warsaw, Masovian Voivodeship (Mazowieckie)",ATR72-200,0,21.0122287,52.2296756
"Jul 14, 2011","Port Harcourt, Rivers",Cessna 560XLS Citation Excel,0,7.0498442,4.815554
"Jul 13, 2011 at 0654 LT","Recife, Pernambuco",Let 410UVP,16,-34.8769643,-8.0475622
"Jul 11, 2011 at 1155 LT","Strezhevoy, Tomsk oblast",Antonov AN-24,7,77.5813751,60.724111
"Jul 11, 2011 at 0910 LT","Maldivian Islands, Maldivian Islands",De Havilland DHC-6 Twin Otter,0,73.22068,3.202778
"Jul 9, 2011 at 1740 LT","Demopolis, Alabama",Cessna 421 Golden Eagle,7,-87.836402,32.5176361
"Jul 8, 2011 at 1511 LT","Kisangani, Orientale",Boeing 727-100,77,25.2007728,0.5185303
"Jul 6, 2011 at 0010 LT","Bagram AFB, Parwan",Ilyushin II-76,9,69.273567,34.9444758
"Jul 4, 2011 at 1610 LT","Pukatawagan, Manitoba",Cessna 208B Grand Caravan,1,-101.3168759,55.74204
"Jun 30, 2011 at 1111 LT","Buss Lakes, Saskatchewan",De Havilland DHC-2 Beaver,5,-103.9038032,56.6985062
"Jun 20, 2011 at 2340 LT","Petrozavodsk, Republic of Karelia",Tupolev TU-134,47,34.3640395,61.7781617
"Jun 17, 2011 at 1506 LT","Toronto-Buttonville, Ontario",Dassault Falcon 10,0,-79.3695644,43.8618446
"Jun 16, 2011 at 0950 LT","Zaraza, Guárico",Piper PA-31-350 Navajo Chieftain,0,-65.3261218,9.3507596
"Jun 15, 2011 at 1405 LT","Blountville, Tennessee",Beechcraft King Air 100,0,-82.326806,36.5331586
"Jun 13, 2011 at 0930 LT","Aurora, Illinois",Boeing B-17 Flying Fortress,0,-88.3200715,41.7605849
"Jun 12, 2011 at 1455 LT","Cold Bay, Alaska",Douglas DC-6,0,-162.7183867,55.204498
"Jun 6, 2011 at 1025 LT","Libreville, Gabon",Antonov AN-26,0,9.4672676,0.4161976
"May 31, 2011 at 1730 LT","Melun-Villaroche, Seine-et-Marne",North American B-25 Mitchell,0,2.6712227,48.605409
"May 25, 2011 at 2250 LT","New Delhi, National Capital Territory of Delhi",Pilatus PC-12,10,77.2090212,28.6139391
"May 25, 2011 at 1550 LT","Sedona, Arizona",Embraer EMB-500 Phenom 100,0,-111.7609896,34.8697395
"May 24, 2011 at 1200 LT","Kaduna, Kaduna",Beechcraft King Air 90,2,7.4165053,10.5104642
"May 23, 2011 at 1520 LT","Monument Valley, Utah",Cessna 207 Skywagon,0,-110.1734785,37.0042454
"May 19, 2011 at 0843 LT","Salem, Ohio",Socata TBM-850,0,-80.8567501,40.9008923
"May 18, 2011 at 2050 LT","Prahuaniyeu, Río Negro",Saab 340,22,-67.9423981,-41.2785416
"May 18, 2011 at 1727 LT","Point Mugu NAS, California",Boeing 707,0,-119.0948009,34.1284317
"May 17, 2011 at 1915 LT","Stavropol, Stavropol Krai",PZL-Mielec AN-2,0,41.9683431,45.0454764
"May 16, 2011 at 0218 LT","Atqasuk, Alaska",Beechcraft Super King Air 200,0,-157.4206948,70.4821714
"Nov 21, 2012 at 1331 LT","Deputatsky, Republic of Yakutia (Sakha)",Antonov AN-26,0,NA,NA
"May 5, 2011","Loreto, Baja California Sur",BAe 125,0,-111.3477531,26.0117564
"May 4, 2011 at 1045 LT","Lengpui, Mizoram",Cessna 208B Grand Caravan,0,92.6241705,23.8388475
"May 2, 2011 at 0809 LT","Miami-Opa Locka, Florida",Beechcraft E18,1,-80.2503271,25.9023168
"Apr 20, 2011","Bahía Blanca, Buenos Aires province",Grumman S-2 Tracker,0,-62.2663478,-38.7183177
"Apr 16, 2011 at 1600 LT","Ust-Kamchatsk, Kamchatka Krai",Yakovlev Yak-40,0,162.469299,56.22747
"Apr 15, 2011 at 1200 LT","Valparaíso, Región de Valparaíso",Piper PA-31-350 Navajo Chieftain,0,-71.6126885,-33.047238
"Apr 11, 2011 at 2127 LT","Richmond, Virginia",Piper PA-31-350 Navajo Chieftain,0,-77.4360481,37.5407246
"Apr 11, 2011 at 1216 LT","Loxley, Alabama",PZL-Mielec AN-2,0,-87.7530454,30.6182476
"Apr 10, 2011 at 1805 LT","Biddeford, Maine",Cessna 402,1,-70.4533844,43.4925843
"Apr 4, 2011 at 1400 LT","Kinshasa-N'Djili, Kinshasa City Province",Canadair RegionalJet CRJ-100,32,15.3775245,-4.4047339
"Apr 2, 2011 at 1530 LT","Ravenna, Emilia-Romagna",Pilatus PC-6 Turbo Porter,0,12.2035294,44.4183598
"Apr 2, 2011 at 0934 LT","Roswell, New Mexico",Gulfstream G650,4,-104.5230242,33.3942655
"Apr 1, 2011 at 1830 LT","Saskatoon, Saskatchewan",Casa 212 Aviocar,1,-106.6700458,52.1332144
"Mar 31, 2011 at 1507 LT","Mayo, Yukon",De Havilland DHC-3 Otter,1,-135.8964919,63.594262
"Mar 30, 2011 at 1200 LT","Zhytomyr, Ukraine",PZL-Mielec AN-2,0,28.6586669,50.25465
"Mar 28, 2011 at 1945 LT","China, China",Cessna 550 Citation II,3,104.195397,35.86166
"Mar 28, 2011 at 0825 LT","Canadian, Texas",Cessna 425 Conquest,0,-100.3820772,35.91282
"Mar 21, 2011 at 1530 LT","Pointe-Noire, Pointe-Noire City District",Antonov AN-12,23,11.866362,-4.7691623
"Mar 20, 2011 at 0900 LT","Seattle, Washington",Convair CV-580,0,-122.3320708,47.6062095
"Mar 16, 2011 at 1029 LT","Long Beach, California",Beechcraft Super King Air 200,5,-118.1937395,33.7700504
"Mar 8, 2011 at 1140 LT","Clayton, Georgia",De Havilland DHC-6 Twin Otter,2,-83.4009933,34.8781479
"Mar 5, 2011 at 1040 LT","Belgorod, Belgorod oblast",Antonov AN-148,6,36.5982621,50.5997134
"Mar 4, 2011 at 1609 LT","Nuuk (Godthåb), Kommuneqarfik Sermersooq",De Havilland Dash-8-100,0,-51.6941381,64.1814099
"Mar 4, 2011","Mexico, Mexico",Cessna 411,3,-102.552784,23.634501
"Mar 2, 2011 at 0905 LT","Oslo, Oslo City",Swearingen SA227AC Metro III,0,10.752917,59.9126918
"Feb 27, 2011 at 2007 LT","Al Ain, Abu Dhabi (إمارة أبو ظبي‎)",Grumman G-21A Goose,4,55.8023118,24.1301619
"Feb 27, 2011 at 1510 LT","La Paz, La Paz",Swearingen SA227AC Metro III,0,-68.1192936,-16.489689
"Feb 25, 2011 at 1700 LT","Arapongas, Paraná",Embraer EMB-820 Navajo,0,-51.4264048,-23.4157731
"Feb 24, 2011 at 0800 LT","Horn Island, Queensland",Rockwell Aero Commander 500,1,142.2868647,-10.611642
"Feb 23, 2011 at 2002 LT","Connersville, Indiana",Cessna 421 Golden Eagle,1,-85.1410748,39.6411589
"Feb 21, 2011 at 1930 LT","Altamira, Pará",ATR72-200,0,-52.2104006,-3.1986664
"Feb 18, 2011 at 1104 LT","Pachuca de Soto, Hidalgo",Learjet 24,2,-98.7591311,20.1010608
"Feb 14, 2011","Bukavu, Sud-Kivu",Let 410UVP,2,28.8480284,-2.5123017
"Feb 14, 2011 at 0802 LT","Tegucigalpa, Francisco Morazán",Let 410UVP,14,-87.192136,14.0722751
"Feb 12, 2011 at 1342 LT","Indonesia, Indonesia",Casa 212 Aviocar,5,113.921327,-0.789275
"Feb 10, 2011 at 0950 LT","Cork, Munster",Swearingen SA227AC Metro III,6,-8.7285446,51.994206
"Feb 8, 2011 at 1640 LT","Plettenberg Bay, Western Cape",Pilatus PC-12,9,23.3644925,-34.0574892
"Feb 4, 2011 at 1749 LT","Sulaymaniyah, As-Sulaymāniyyah (السليمانية)",Hawker 850XP,7,45.4359425,35.5570454
"Jan 27, 2011","Nairobi, Nairobi City District",Fokker F27 Friendship,0,36.8219462,-1.2920659
"Jan 20, 2011 at 1545 LT","Ecuador, Ecuador",De Havilland DHC-6 Twin Otter,6,-78.183406,-1.831239
"Jan 19, 2011","Tharjath, Unity (الوحدة)",Cessna 208B Grand Caravan,0,30.316667,8.466667
"Jan 14, 2011 at 1750 LT","Goiânia, Goiás",Beechcraft Super King Air 200,6,-49.2647885,-16.6868824
"Jan 10, 2011 at 2050 LT","Hoedspruit AFB, Mpumalanga",Boeing 737-200,0,31.0449768,-24.3699399
"Jan 9, 2011 at 1945 LT","Orūmīyeh, West Azerbaijan",Boeing 727-200,77,45.0786282,37.5498061
"Jan 7, 2011 at 1600 LT","Venezuela, Venezuela",Partenavia P.68,5,-66.58973,6.42375
"Jan 6, 2011 at 1326 LT","Kipnuk, Alaska",Cessna 208B Grand Caravan,0,-164.0833318,59.9401747
"Jan 6, 2011 at 1100 LT","Springfield, Illinois",Learjet 35,0,-89.6501481,39.7817213
"Jan 3, 2011 at 1350 LT","New Stuyahok, Alaska",Beechcraft E18,0,-157.3119443,59.4527778
"Jan 1, 2011 at 1525 LT","Surgut, Khantia-Mansia okrug",Tupolev TU-154,3,73.3845471,61.2559503
"Dec 28, 2010 at 2130 LT","Tula, Tula oblast",Antonov AN-22,12,37.6184915,54.204836
"Dec 27, 2010 at 2246 LT","Columbus, Ohio",Rockwell Aero Commander 500,0,-82.9987942,39.9611755
"Oct 28, 2012 at 1200 LT","Bir Kalait, Wadi Fira",Beechcraft 1900D,0,NA,NA
"Dec 20, 2010 at 1000 LT","Perris, California",Rockwell Grand Commander 680,1,-117.2286478,33.7825194
"Dec 19, 2010 at 1502 LT","Samedan, Graubünden",Raytheon 390 Premier I,2,9.8729339,46.5339944
"Dec 15, 2010 at 1530 LT","Nepal, Nepal",De Havilland DHC-6 Twin Otter,22,84.124008,28.394857
"Dec 14, 2010 at 1510 LT","Nassau, New Providence",Beechcraft 18,2,-77.355413,25.0479835
"Dec 12, 2010 at 2140 LT","Londrina, Paraná",Beechcraft King Air 90,0,-51.1695824,-23.3044524
"Dec 8, 2010 at 1200 LT","Ouarzazate, Souss-Massa-Drâa",Britten-Norman Islander,5,-6.937016,30.9335436
"Dec 4, 2010 at 1436 LT","Moscow, Moscow oblast",Tupolev TU-154,2,37.6172999,55.755826
"Dec 3, 2010 at 2340 LT","Maputo, Maputo City District",Beechcraft 1900C,0,32.6051351,-25.891968
"Nov 29, 2010 at 1330 LT","Tuguegarao, Cagayan",Beechcraft Queen Air 80,0,121.7270206,17.6131813
"Nov 28, 2010 at 1015 LT","Swindon, Wiltshire",Gippsland GA8 Airvan,0,-1.7797176,51.5557739
"Nov 28, 2010 at 0148 LT","Karachi, Sindh (سنڌ سندھ)",Ilyushin II-76,12,67.0099388,24.8614622
"Nov 24, 2010 at 1436 LT","Monterrey, Nuevo León",Antonov AN-32,5,-100.3161126,25.6866142
"Nov 19, 2010 at 1535 LT","Birmingham, West Midlands",Cessna 501 Citation I,0,-1.890401,52.486243
"Nov 19, 2010 at 0900 LT","Paris-Le Bourget, Seine-Saint-Denis",Lockheed C-130 Hercules,0,2.425377,48.936752
"Nov 18, 2010 at 1456 LT","Sana'a, Sana'a (صنعاء)",Lockheed C-130 Hercules,0,44.1910066,15.3694451
"Nov 17, 2010 at 1553 LT","Portland-Hillsboro, Oregon",Learjet 25,0,-122.8827121,45.546474
"Nov 13, 2010 at 1602 LT","Andahuaylas, Apurímac",Swearingen SA227AC Metro III,0,-73.3767641,-13.6616515
"Nov 11, 2010 at 1618 LT","Zalingei, Central Darfur",Antonov AN-24,2,23.47687,12.89985
"Nov 10, 2010 at 1100 LT","Anthony, New Mexico",Partenavia P.68,0,-106.6058257,32.0039897
"Nov 5, 2010 at 1423 LT","Huánuco, Huánuco",Swearingen SA227AC Metro III,0,-76.2432653,-9.9298454
"Nov 5, 2010 at 0706 LT","Karachi, Sindh (سنڌ سندھ)",Beechcraft 1900C,21,67.0099388,24.8614622
"Nov 4, 2010 at 1751 LT","Cuba, Cuba",ATR72-200,68,-77.781167,21.521757
"Nov 4, 2010 at 1620 LT","Aix-en-Provence, Bouches-du-Rhône",Beechcraft King Air 90,2,5.447427,43.529742
"Oct 27, 2010 at 1740 LT","Aguadilla, Puerto Rico",Piper PA-31-350 Navajo Chieftain,0,-67.1540698,18.4274454
"Oct 27, 2010 at 1630 LT","Wami, Central Sulawesi",PZL-Mielec AN-28,5,120.7934686,1.121714
"Oct 26, 2010 at 0708 LT","Wentworth, South Yorkshire",Piper PA-31-350 Navajo Chieftain,0,-1.4101903,53.4741403
"Oct 25, 2010 at 1120 LT","Kirby Lake, Alberta",Beechcraft King Air 100,1,-110.7691813,55.4757603
"Oct 24, 2010 at 1200 LT","Santa Isabel, La Pampa",PZL-Mielec AN-2,0,-66.9404965,-36.2321043
"Oct 21, 2010 at 1200 LT","Bukavu, Sud-Kivu",Let 410UVP,2,28.8480284,-2.5123017
"Oct 16, 2010","Mukinge, North-Western",Harbin Yunsunji Y-12,0,25.8551303,-13.480814
"Oct 15, 2010 at 1715 LT","Lady Barron, Tasmania",Gippsland GA8 Airvan,0,148.241667,-40.2125
"Oct 12, 2010 at 1950 LT","Kabul, Kabul",Lockheed C-130 Hercules,8,69.207486,34.5553494
"Oct 6, 2010 at 0800 LT","Coatzacoalcos, Veracruz",Cessna 501 Citation I,8,-94.4589858,18.1344779
"Oct 5, 2010 at 1220 LT","Nassau, New Providence",Cessna 402,9,-77.355413,25.0479835
"Oct 2, 2010 at 1024 LT","Kirensk, Irkutsk oblast",Cessna 208 Caravan,0,108.1240863,57.7746006
"Oct 1, 2010 at 0830 LT","Manteo, North Carolina",Cessna 550 Citation II,0,-75.6757302,35.9082256
"Sep 24, 2010 at 2008 LT","Palermo, Sicily",Airbus A319,0,13.3612671,38.1156879
"Sep 22, 2010 at 1700 LT","Montmagny, Quebec",Beechcraft King Air 100,0,-70.5565719,46.9801031
"Sep 19, 2010 at 1440 LT","South Bimini, Bimini",Piper PA-31-350 Navajo Chieftain,0,-79.2761224,25.700892
"Sep 13, 2010 at 0959 LT","Puerto Ordaz, Bolívar",ATR42-300,17,-62.7676633,8.2750921
"Sep 7, 2010","Uribe, Meta",Beechcraft Super King Air 350,6,-74.350661,3.239241
"Sep 5, 2010 at 1526 LT","Pointe-à-Pitre, Guadeloupe",Cessna 208B Grand Caravan,0,-61.5340424,16.2376869
"Jul 4, 2012 at 1900 LT","El Palomar AFB, Buenos Aires province",Rockwell Sabreliner 75,0,NA,NA
"Sep 3, 2010 at 1941 LT","Dubai, Dubai",Boeing 747-400,2,55.2707828,25.2048493
"Sep 3, 2010 at 1830 LT","Tuluksak, Alaska",Cessna 207 Skywagon,0,-160.9616668,61.1025
"Sep 2, 2010 at 1151 LT","San Carlos, California",Beechcraft Queen Air 80,3,-122.2605222,37.5071591
"Aug 31, 2010 at 1615 LT","Bwagaoia (Misima Island), Milne Bay",Cessna 550 Citation II,4,152.8485247,-10.6784069
"Aug 26, 2010 at 2245 LT","Tabriz, East Azerbaijan",Fokker 100,0,46.2738013,38.096239
"Aug 25, 2010 at 1756 LT","Tallinn, Harjumaa",Antonov AN-26,0,24.7535747,59.4369608
"Aug 25, 2010 at 1440 LT","Vitória da Conquista, Bahia",Embraer ERJ-145,0,-40.8445346,-14.8619237
"Aug 25, 2010 at 1400 LT","Bandundu, Bandundu",Let 410UVP,20,17.3789697,-3.3168087
"Aug 24, 2010 at 2138 LT","Yichun, Heilongjiang",Embraer ERJ-190,44,128.8411471,47.727536
"Aug 24, 2010 at 0725 LT","Kathmandu, Bagmati",Dornier DO228,14,85.3239605,27.7172453
"Aug 21, 2010 at 1412 LT","Kaminshak Bay, Alaska",De Havilland DHC-2 Beaver,4,-153.916389,59.169722
"Aug 16, 2010 at 0147 LT","San Andrés, Antioquia",Boeing 737-700,2,-75.67556,6.913245
"Aug 13, 2010 at 1500 LT","Mercedes, Buenos Aires province",Piper PA-42 Cheyenne,0,-59.4305996,-34.6510201
"Aug 12, 2010 at 0916 LT","Rio de Janeiro, Rio de Janeiro",Learjet 55 Longhorn,0,-43.1728965,-22.9068467
"Aug 11, 2010 at 0855 LT","Burns, Oregon",Rockwell Aero Commander 500,2,-119.0541032,43.5862606
"Aug 9, 2010 at 1442 LT","Aleknagik, Alaska",De Havilland DHC-3 Otter,5,-158.6177778,59.2730556
"Aug 5, 2010 at 2337 LT","Sydney, Nova Scotia",Cessna 414 Chancellor,2,-60.194224,46.1367899
"Aug 5, 2010 at 2216 LT","Bequia Island, SV&G",Cessna 402,1,-61.2272312,13.0117059
"Aug 3, 2010 at 1900 LT","Ukraine, Ukraine",PZL-Mielec AN-2,0,31.1655799,48.379433
"Aug 3, 2010 at 0119 LT","Igarka, Krasnoyarsk Krai",Antonov AN-24,12,86.5779764,67.4649215
"Aug 1, 2010 at 1500 LT","Denali National Park, Alaska",Fairchild C-123 Provider,3,-151.1926057,63.1148002
"Jul 31, 2010 at 2024 LT","Lytton, British Columbia",Convair CV-580,2,-121.581404,50.233258
"Jul 28, 2010 at 1822 LT","Elmendorf AFB, Alaska",McDonnell Douglas C-17 Globemaster III,4,-149.8112528,61.2536352
"Dec 18, 2011 at 1502 LT","Walan Rabat, Zabul",PZL-Mielec AN-28,0,NA,NA
"Jul 28, 2010 at 1200 LT","Camp Dwyer AFB, Helmand",Antonov AN-12,0,NA,NA
"Jul 28, 2010 at 0130 LT","Conakry, Conakry Region",Boeing 737-700,0,-13.5784012,9.6411855
"Jul 27, 2010 at 1816 LT","Oshkosh, Wisconsin",Raytheon 390 Premier I,0,-88.5426136,44.0247062
"Jul 27, 2010 at 1138 LT","Riyadh, Manţiqat ar Riyāḍ (منطقة الرياض)",McDonnell Douglas MD-11,0,NA,NA
"Jul 24, 2010 at 1053 LT","La Grande, Quebec",De Havilland DHC-2 Beaver,2,-78.9886307,53.8393054
"Jul 23, 2010 at 0727 LT","Ketchikan, Alaska",De Havilland DHC-2 Beaver,1,-131.6461112,55.3422222
"Jul 21, 2010 at 0932 LT","Keperveyem, Chukotka okrug",Antonov AN-12,0,166.1637571,67.84536
"Jul 20, 2010 at 1200 LT","Lubumbashi, Katanga",Fokker F27 Friendship,0,27.5026174,-11.6876026
"Jul 19, 2010 at 1400 LT","Mount Pleasant, South Carolina",Comp Air CA-8,1,-79.8284258,32.8323225
"Jul 18, 2010 at 1330 LT","Rankin Inlet, Nunavut",Rockwell Aero Commander 500,0,-92.0852853,62.808375
"Jul 17, 2010 at 0730 LT","Cairo, Cairo",Boeing 747-300,0,31.2357116,30.0444196
"Jul 16, 2010 at 1117 LT","Chute des Passes, Quebec",De Havilland DHC-2 Beaver,4,-71.8091604,50.4172038
"Jul 15, 2010 at 1646 LT","Brač, Dalmatia",Cessna 550 Citation Bravo,0,16.6527099,43.3048913
"Jul 10, 2010 at 2205 LT","Tulsa, Oklahoma",Cessna 421 Golden Eagle,3,-95.992775,36.1539816
"Jul 7, 2010 at 1020 LT","Piedras Negras, Coahuila",Piper PA-31-350 Navajo Chieftain,8,-100.5408622,28.6916182
"Jul 6, 2010 at 1745 LT","Orange, New South Wales",Gippsland GA8 Airvan,0,149.1,-33.283333
"Jul 5, 2010 at 1740 LT","Tuzla, Constanța",PZL-Mielec AN-2,12,28.637668,44.0028382
"Jul 4, 2010 at 0015 LT","Alpine, Texas",Cessna 421 Golden Eagle,5,-103.6610115,30.3584919
"Jun 30, 2010 at 1540 LT","Wiesbaden-Erbenheim AFB, Hesse",Beechcraft Super King Air 200,0,NA,NA
